id,inventaris_id,polygon,lat,lng,,,,,,,,,,polygon cek gedung,,,,1587E,"{""type"":""Polygon"",""coordinates"":[[[112.170494619,-8.08316542],[112.170197852,-8.083052885],[112.170160768,-8.083038823],[112.170197963,-8.082948608],[112.170550798,-8.083077906],[112.1705165,-8.083173717],[112.170494619,-8.08316542]]]}",-8.083060327,112.1703577
411,1152,"{""type"":""Polygon"",""coordinates"":[[[112.153962551,-8.109468789,0],[112.153920764,-8.109593296,0],[112.153885729,-8.109717863,0],[112.153850695,-8.109824914,0],[112.153813714,-8.109963106,0],[112.153807875,-8.110081834,0],[112.153790358,-8.110206402,0],[112.153786465,-8.110292043,0],[112.15377868,-8.110338755,0],[112.153731967,-8.110334863,0],[112.153331014,-8.110212242,0],[112.152582605,-8.109974389,0],[112.152700451,-8.109639856,0],[112.152860114,-8.109138058,0],[112.153962551,-8.109468789,0]]]}",-8.109736909,112.1532862,,,,10,,,,,,#N/A,,,,1595D,"{""type"":""Polygon"",""coordinates"":[[[112.190228842,-8.067284787],[112.190307364,-8.067331187],[112.19023717,-8.067443021],[112.190039674,-8.06731453],[112.190102116,-8.067233395],[112.190116769,-8.067214355],[112.190228842,-8.067284787]]]}",-8.067327017,112.1901755
412,1153,"{""type"":""Polygon"",""coordinates"":[[[112.15072823,-8.090110006,0],[112.150659694,-8.090447434,0],[112.149977053,-8.090280314,0],[112.150053083,-8.089951864,0],[112.15072823,-8.090110006,0]]]}",-8.090198049,112.1503556,,,,11,,,,,,#N/A,,,,1999E,"{""type"":""Polygon"",""coordinates"":[[[112.190449752,-8.067086922],[112.190377985,-8.067050088],[112.190196488,-8.066942164],[112.190212668,-8.066920273],[112.190464546,-8.067064683],[112.190449752,-8.067086922]]]}",-8.06700481,112.1903312
413,1163,"{""type"":""Polygon"",""coordinates"":[[[112.180452468,-8.094543015,0],[112.180394997,-8.094805385,0],[112.18028916,-8.094789791,0],[112.180270259,-8.094954091,0],[112.18011924,-8.094921346,0],[112.180123058,-8.094855529,0],[112.180145208,-8.094804606,0],[112.180210657,-8.094477619,0],[112.180452468,-8.094543015,0]]]}",-8.094702199,112.1802765,,,,12,,,,,,#N/A,,,,SDN SENTUL 4B,"{""type"":""Polygon"",""coordinates"":[[[112.190102116,-8.067233395],[112.190039674,-8.06731453],[112.189968668,-8.067270446],[112.190029205,-8.067186753],[112.190102116,-8.067233395]]]}",-8.067250991,112.190035
414,1164,"{""type"":""Polygon"",""coordinates"":[[[112.15156622,-8.107868606,0],[112.151335006,-8.108715555,0],[112.15103761,-8.108627593,0],[112.151258341,-8.107756933,0],[112.15156622,-8.107868606,0]]]}",-8.108238353,112.1512997,,,,13,,,,,,#N/A,,,,1530A,"{""type"":""Polygon"",""coordinates"":[[[112.178581771,-8.081756962],[112.178520857,-8.081810262],[112.178282911,-8.081667495],[112.178324607,-8.081608563],[112.178581771,-8.081756962]]]}",-8.081711318,112.1784292
415,1166,"{""type"":""Polygon"",""coordinates"":[[[112.164686546,-8.104516666,0],[112.164395625,-8.105358267,0],[112.164211182,-8.105290148,0],[112.164156543,-8.105354536,0],[112.164147001,-8.105289686,0],[112.163884813,-8.105190537,0],[112.163860347,-8.105142834,0],[112.164161946,-8.104344126,0],[112.164686546,-8.104516666,0]]]}",-8.104854685,112.1642711,,,,14,,,,,,#N/A,,,,1535B,"{""type"":""Polygon"",""coordinates"":[[[112.178386883,-8.0816445],[112.178427156,-8.081592224],[112.178621611,-8.081711974],[112.178581771,-8.081756962],[112.178386883,-8.0816445]]]}",-8.081675331,112.1785027
416,1167,"{""type"":""Polygon"",""coordinates"":[[[112.175735476,-8.062193049,0],[112.175367389,-8.063235021,0],[112.174676259,-8.062959909,0],[112.175111194,-8.061905753,0],[112.175735476,-8.062193049,0]]]}",-8.062579745,112.175218,,,,15,,,,,,#N/A,,,,1560C,"{""type"":""Polygon"",""coordinates"":[[[112.178375115,-8.081756011],[112.178323957,-8.081830964],[112.178180967,-8.081754038],[112.178241865,-8.081683437],[112.178375115,-8.081756011]]]}",-8.081756463,112.1782801
417,1168,"{""type"":""Polygon"",""coordinates"":[[[112.165270457,-8.111627668,0],[112.164974362,-8.112222948,0],[112.163990174,-8.111786041,0],[112.164245686,-8.111172482,0],[112.165270457,-8.111627668,0]]]}",-8.111700232,112.1646211,,,,52,,,,,,#N/A,,,,1530D,"{""type"":""Polygon"",""coordinates"":[[[112.178180967,-8.081754038],[112.178125272,-8.081717939],[112.178281126,-8.081516875],[112.17835251,-8.081552567],[112.178241865,-8.081683437],[112.178180967,-8.081754038]]]}",-8.081632801,112.1782375
418,1169,"{""type"":""Polygon"",""coordinates"":[[[112.182778438,-8.084991108,0],[112.182693533,-8.086512223,0],[112.181852783,-8.086247455,0],[112.181952972,-8.085467618,0],[112.181679941,-8.085385366,0],[112.181804,-8.084685365,0],[112.181803688,-8.084690958,0],[112.182161446,-8.084777847,0],[112.182142657,-8.084911445,0],[112.182778438,-8.084991108,0]]]}",-8.085585944,112.1822748,,,,103,,,,,,#N/A,,,,1530E,"{""type"":""Polygon"",""coordinates"":[[[112.178427156,-8.081592224],[112.178386883,-8.0816445],[112.178324607,-8.081608563],[112.17831204,-8.081600434],[112.17835251,-8.081552567],[112.178427156,-8.081592224]]]}",-8.081597882,112.1783698
419,1170,"{""type"":""Polygon"",""coordinates"":[[[112.181607122,-8.101868273,0],[112.181233284,-8.103123122,0],[112.180291213,-8.102877635,0],[112.180582806,-8.101797243,0],[112.181607122,-8.101868273,0]]]}",-8.102415517,112.1809421,,,,38,,,,,,#N/A,,,,1521A,"{""type"":""Polygon"",""coordinates"":[[[112.158783251,-8.095400881],[112.158740688,-8.09557258],[112.158643606,-8.095558303],[112.15868358,-8.09537556],[112.158783251,-8.095400881]]]}",-8.095475997,112.1587125
420,1172,"{""type"":""Polygon"",""coordinates"":[[[112.16447544,-8.091700393,0],[112.164665523,-8.091742022,0],[112.164671901,-8.091717312,0],[112.164780091,-8.0917427,0],[112.164775028,-8.091758383,0],[112.16481747,-8.09177133,0],[112.164820731,-8.091760579,0],[112.16483732,-8.091766701,0],[112.164841384,-8.091755569,0],[112.164979315,-8.091816076,0],[112.164576289,-8.092177907,0],[112.164383667,-8.092066022,0],[112.16447544,-8.091700393,0]]]}",-8.09191387,112.1646313,,,,104,,,,,,#N/A,,,,1521B,"{""type"":""Polygon"",""coordinates"":[[[112.158893449,-8.095312742],[112.158863468,-8.095424101],[112.15868358,-8.09537556],[112.158712277,-8.095264201],[112.158893449,-8.095312742]]]}",-8.095344101,112.1587883
421,1173,"{""type"":""Polygon"",""coordinates"":[[[112.178231054,-8.101174492,0],[112.178229497,-8.101330257,0],[112.178022328,-8.101324027,0],[112.178022328,-8.101171376,0],[112.178231054,-8.101174492,0]]]}",-8.101249951,112.1781267,,,,24,,,,,,#N/A,,,,1521C,"{""type"":""Polygon"",""coordinates"":[[[112.15884348,-8.095593995],[112.158879172,-8.09543124],[112.15897911,-8.095452655],[112.158943418,-8.095611127],[112.15884348,-8.095593995]]]}",-8.095522091,112.1589111
422,1174,"{""type"":""Polygon"",""coordinates"":[[[112.184986756,-8.078337791,0],[112.185228004,-8.078416655,0],[112.185235809,-8.078419206,0],[112.18530444,-8.078395666,0],[112.185347147,-8.078435178,0],[112.185300069,-8.078469324,0],[112.185259236,-8.078498941,0],[112.185248226,-8.078506927,0],[112.185162766,-8.078636701,0],[112.185220054,-8.078868379,0],[112.185158884,-8.079219811,0],[112.185002047,-8.079401621,0],[112.184868552,-8.079399993,0],[112.184530227,-8.079408965,0],[112.184522096,-8.079613893,0],[112.184528727,-8.079930182,0],[112.184594986,-8.080057609,0],[112.184571913,-8.080112635,0],[112.184398368,-8.080116049,0],[112.184319227,-8.080181438,0],[112.18369408,-8.080048452,0],[112.183617137,-8.079785351,0],[112.183612377,-8.07978067,0],[112.183642606,-8.079619785,0],[112.184379599,-8.079817044,0],[112.184368669,-8.079794767,0],[112.184374603,-8.079767158,0],[112.184380403,-8.079750619,0],[112.184386271,-8.079728542,0],[112.184397806,-8.079700995,0],[112.184409342,-8.079673446,0],[112.18440988,-8.079629143,0],[112.184410217,-8.07960145,0],[112.184410755,-8.079557136,0],[112.184411832,-8.07946849,0],[112.184412101,-8.079446324,0],[112.184514852,-8.079041215,0],[112.184530857,-8.078898275,0],[112.184638582,-8.078760483,0],[112.184611093,-8.078644469,0],[112.184705356,-8.078480872,0],[112.184622484,-8.078356174,0],[112.184591008,-8.078308813,0],[112.184765686,-8.078345164,0],[112.184723277,-8.07825166,0],[112.184833328,-8.078287635,0],[112.184986756,-8.078337791,0]]]}",-8.079253288,112.1845912,,,,6,,,,,,#N/A,,,,1586D,"{""type"":""Polygon"",""coordinates"":[[[112.158674896,-8.095415262],[112.158647317,-8.09541387],[112.158665877,-8.095328209],[112.158694141,-8.095334581],[112.158674896,-8.095415262]]]}",-8.095372525,112.1586705
423,1179,"{""type"":""Polygon"",""coordinates"":[[[112.183715172,-8.083029757,0],[112.183696082,-8.08308194,0],[112.183581795,-8.083059299,0],[112.183405014,-8.083024276,0],[112.183405565,-8.083022169,0],[112.183421357,-8.082961679,0],[112.183512002,-8.082877931,0],[112.183512725,-8.082878208,0],[112.183738966,-8.082964714,0],[112.183715172,-8.083029757,0]]]}",-8.082985427,112.1835735,,,,108,,,,,,#N/A,,,,2070D,"{""type"":""Polygon"",""coordinates"":[[[112.168570952,-8.110502331],[112.168687546,-8.110542782],[112.168620921,-8.110712913],[112.168506707,-8.110672462],[112.168570952,-8.110502331]]]}",-8.110607379,112.1685967
424,1182,"{""type"":""Polygon"",""coordinates"":[[[112.140622918,-8.110467781,0],[112.140450689,-8.111191144,0],[112.139815354,-8.111083979,0],[112.140033511,-8.110349135,0],[112.140622918,-8.110467781,0]]]}",-8.110776816,112.1402282,,,,110,,,,,,#N/A,,,,1497C,"{""type"":""Polygon"",""coordinates"":[[[112.168620921,-8.110712913],[112.168648973,-8.110722726],[112.168522324,-8.111060854],[112.168433808,-8.111031349],[112.168567272,-8.110693913],[112.168620921,-8.110712913]]]}",-8.110879286,112.1685423
425,1184,"{""type"":""Polygon"",""coordinates"":[[[112.177629419,-8.08346115,0],[112.177410831,-8.083685799,0],[112.177302829,-8.083593425,0],[112.177510509,-8.083383377,0],[112.177549839,-8.083393297,0],[112.177629419,-8.08346115,0]]]}",-8.083529121,112.1774658,,,,107,,,,,,#N/A,,,,1573K,"{""type"":""Polygon"",""coordinates"":[[[112.168375964,-8.111021569],[112.168472094,-8.111054882],[112.168442529,-8.111136219],[112.168345506,-8.111102471],[112.168375964,-8.111021569]]]}",-8.111078854,112.168409
426,1185,"{""type"":""Polygon"",""coordinates"":[[[112.176138402,-8.096955235,0],[112.176209222,-8.096970548,0],[112.176214964,-8.096959063,0],[112.176732587,-8.097126139,0],[112.176522927,-8.098017742,0],[112.17669863,-8.098050142,0],[112.176569033,-8.098537377,0],[112.175741556,-8.098391411,0],[112.175754316,-8.098276568,0],[112.175700085,-8.098263807,0],[112.175744746,-8.098130462,0],[112.175725605,-8.098118978,0],[112.175735814,-8.098087715,0],[112.17575623,-8.098046882,0],[112.175767714,-8.098010515,0],[112.175775371,-8.097984994,0],[112.175776009,-8.097958835,0],[112.175781751,-8.097906518,0],[112.175776647,-8.097872065,0],[112.175787493,-8.097849097,0],[112.175804081,-8.097815282,0],[112.175802805,-8.097785933,0],[112.175793235,-8.097763602,0],[112.175786217,-8.097740634,0],[112.175770266,-8.097704905,0],[112.175778561,-8.097687678,0],[112.175798339,-8.097643655,0],[112.175835344,-8.097564541,0],[112.175866607,-8.097493083,0],[112.175902336,-8.097405037,0],[112.175933599,-8.097331665,0],[112.175935513,-8.097313163,0],[112.175946997,-8.097249361,0],[112.175879367,-8.097200872,0],[112.175879367,-8.097183007,0],[112.175890214,-8.097147916,0],[112.17590425,-8.09712431,0],[112.175921476,-8.097107083,0],[112.175943169,-8.097093685,0],[112.17598464,-8.097089857,0],[112.176031215,-8.097088581,0],[112.176061202,-8.097076458,0],[112.176079066,-8.097057318,0],[112.176088637,-8.097035625,0],[112.176105225,-8.097006915,0],[112.17612628,-8.09697629,0],[112.176138402,-8.096955235,0]]]}",-8.097771125,112.1762302,,,,108,,,,,,#N/A,,,,1660F,"{""type"":""Polygon"",""coordinates"":[[[112.168552619,-8.111064796],[112.168659694,-8.110759035],[112.168862424,-8.110822567],[112.168751304,-8.111125472],[112.168552619,-8.111064796]]]}",-8.110942366,112.1687066
427,1186,"{""type"":""Polygon"",""coordinates"":[[[112.177552468,-8.093368217,0],[112.176994323,-8.093614588,0],[112.176486782,-8.092489199,0],[112.177018687,-8.092262252,0],[112.177026769,-8.092258804,0],[112.177090171,-8.092392606,0],[112.177090786,-8.092393904,0],[112.17736036,-8.092962799,0],[112.177552468,-8.093368217,0]]]}",-8.09293643,112.1770165,,,,61,,,,,,#N/A,,,,1573G,"{""type"":""Polygon"",""coordinates"":[[[112.168571178,-8.111302504],[112.16879689,-8.111376601],[112.168767484,-8.111469066],[112.168535487,-8.111396493],[112.168571178,-8.111302504]]]}",-8.111386133,112.168667
428,1187,"{""type"":""Polygon"",""coordinates"":[[[112.176005,-8.085204457,0],[112.175889875,-8.085355972,0],[112.175423949,-8.085140985,0],[112.176080789,-8.084461551,0],[112.17627569,-8.084544726,0],[112.17600737,-8.085001294,0],[112.17606,-8.085019305,0],[112.175980059,-8.085185435,0],[112.176005,-8.085204457,0]]]}",-8.084935288,112.1758744,,,,47,,,,,,#N/A,,,,1497A,"{""type"":""Polygon"",""coordinates"":[[[112.168908348,-8.110822852],[112.168996388,-8.110851406],[112.168875036,-8.111201187],[112.168795547,-8.111174567],[112.168786502,-8.111171784],[112.168908348,-8.110822852]]]}",-8.111011997,112.1688915
429,1188,"{""type"":""Polygon"",""coordinates"":[[[112.174015448,-8.105033503,0],[112.173627601,-8.105763717,0],[112.173441889,-8.105690443,0],[112.17348737,-8.105667702,0],[112.1735518,-8.105608325,0],[112.173579594,-8.105576741,0],[112.173606124,-8.105527471,0],[112.173650341,-8.105456724,0],[112.173683188,-8.105392293,0],[112.173822156,-8.105195211,0],[112.173930804,-8.10505877,0],[112.173969968,-8.10501708,0],[112.174015448,-8.105033503,0]]]}",-8.105432514,112.1737345,,,,15,,,,,,#N/A,,,,1573I,"{""type"":""Polygon"",""coordinates"":[[[112.16897786,-8.110904811],[112.168996388,-8.110851406],[112.169006084,-8.110824339],[112.169041063,-8.110836475],[112.169013937,-8.110914997],[112.16897786,-8.110904811]]]}",-8.110870176,112.1690096
430,1189,"{""type"":""Polygon"",""coordinates"":[[[112.154596642,-8.107185149,0],[112.154908061,-8.107265437,0],[112.154876432,-8.10733356,0],[112.154842371,-8.107396817,0],[112.154329016,-8.107260571,0],[112.1543753,-8.10712777,0],[112.154596642,-8.107185149,0]]]}",-8.107262743,112.1546155,,,,67,,,,,,#N/A,,,,1497B,"{""type"":""Polygon"",""coordinates"":[[[112.168497177,-8.111082761],[112.168735176,-8.111155991],[112.168695549,-8.111268902],[112.168462199,-8.111196261],[112.168497177,-8.111082761]]]}",-8.111175844,112.1685977
431,453556,"{""type"":""Polygon"",""coordinates"":[[[112.167026821,-8.09842886,0],[112.166998202,-8.099004842,0],[112.166506455,-8.098961117,0],[112.166591493,-8.098377178,0],[112.167026821,-8.09842886,0]]]}",-8.098698649,112.1667793,,,,113,,,,,,#N/A,,,,1573H,"{""type"":""Polygon"",""coordinates"":[[[112.168735176,-8.111155991],[112.168786502,-8.111171784],[112.168747913,-8.111285253],[112.168695549,-8.111268902],[112.168735176,-8.111155991]]]}",-8.111220688,112.1687412
432,842338,"{""type"":""Polygon"",""coordinates"":[[[112.175703096,-8.08554007,0],[112.175597967,-8.085768039,0],[112.175103813,-8.085554019,0],[112.175258453,-8.085295048,0],[112.175361254,-8.085392151,0],[112.175703096,-8.08554007,0]]]}",-8.085545498,112.175406,,,,41,,,,,,#N/A,,,,1573J,"{""type"":""Polygon"",""coordinates"":[[[112.168824298,-8.111184195],[112.168791338,-8.111296151],[112.168747913,-8.111285253],[112.168786502,-8.111171784],[112.168824298,-8.111184195]]]}",-8.111235412,112.1687871
433,842339,"{""type"":""Polygon"",""coordinates"":[[[112.177222484,-8.083821338,0],[112.177378406,-8.083920283,0],[112.177482408,-8.083804534,0],[112.17749881,-8.083823262,0],[112.176870045,-8.0845231,0],[112.176762091,-8.084483349,0],[112.176764815,-8.084479382,0],[112.176713004,-8.084459497,0],[112.176922818,-8.084179353,0],[112.177010266,-8.084044603,0],[112.176975655,-8.084014971,0],[112.177056314,-8.083886178,0],[112.177110004,-8.083919068,0],[112.177295055,-8.083658656,0],[112.177319509,-8.0836792,0],[112.177222484,-8.083821338,0]]]}",-8.084129697,112.1770739,,,,31,,,,,,#N/A,,,,1661E,"{""type"":""Polygon"",""coordinates"":[[[112.168837689,-8.110281288],[112.169147019,-8.110397287],[112.169135003,-8.110421289],[112.168826625,-8.110302792],[112.168837689,-8.110281288]]]}",-8.110351695,112.1689893
434,842340,"{""type"":""Polygon"",""coordinates"":[[[112.177051355,-8.083884475,0],[112.176930615,-8.084085191,0],[112.176609313,-8.083877894,0],[112.176755491,-8.083702521,0],[112.177051355,-8.083884475,0]]]}",-8.083889598,112.1768365,,,,36,,,,,,#N/A,,,,1575A,"{""type"":""Polygon"",""coordinates"":[[[112.177328025,-8.114886131],[112.177303279,-8.114988923],[112.17707961,-8.114930865],[112.177096342,-8.114855833],[112.177102215,-8.1148295],[112.177328025,-8.114886131]]]}",-8.114908877,112.1772036
435,842341,"{""type"":""Polygon"",""coordinates"":[[[112.184744621,-8.085453537,0],[112.185371382,-8.085615394,0],[112.18536245,-8.085793783,0],[112.184845746,-8.085692959,0],[112.184822357,-8.085664842,0],[112.184812346,-8.08563464,0],[112.184794811,-8.085614026,0],[112.184773528,-8.085599154,0],[112.184754241,-8.085589943,0],[112.184738866,-8.085586367,0],[112.184719443,-8.085567676,0],[112.184707953,-8.085567838,0],[112.184690636,-8.085562392,0],[112.184673264,-8.085553154,0],[112.184659505,-8.085528695,0],[112.184639919,-8.085498628,0],[112.184641834,-8.085498601,0],[112.184678002,-8.08548292,0],[112.184708425,-8.085467321,0],[112.184744621,-8.085453537,0]]]}",-8.085623401,112.1850354,,,,101,,,,,,#N/A,,,,1575B,"{""type"":""Polygon"",""coordinates"":[[[112.177145671,-8.114674421],[112.177102215,-8.1148295],[112.177044661,-8.114815522],[112.177014937,-8.114808304],[112.177002277,-8.114805229],[112.177073661,-8.114539681],[112.177175026,-8.114569662],[112.177145671,-8.114674421]]]}",-8.114685369,112.1770883
436,842342,"{""type"":""Polygon"",""coordinates"":[[[112.186072112,-8.085072841,0],[112.186020677,-8.085302194,0],[112.185517313,-8.085249995,0],[112.185569019,-8.084974299,0],[112.186072112,-8.085072841,0]]]}",-8.08514834,112.1857874,,,,15,,,,,,#N/A,,,,1575C,"{""type"":""Polygon"",""coordinates"":[[[112.177044661,-8.114815522],[112.177037017,-8.114842587],[112.177007274,-8.114835448],[112.177014937,-8.114808304],[112.177044661,-8.114815522]]]}",-8.114825463,112.177026
437,842343,"{""type"":""Polygon"",""coordinates"":[[[112.191894043,-8.090495236,0],[112.191866438,-8.090649063,0],[112.191763721,-8.09063259,0],[112.191791347,-8.090476152,0],[112.191894043,-8.090495236,0]]]}",-8.090563182,112.1918288,,,,75,,,,,,#N/A,,,,2438D,"{""type"":""Polygon"",""coordinates"":[[[112.177399171,-8.114655323],[112.177504819,-8.114691015],[112.177473411,-8.114775248],[112.177366335,-8.114745267],[112.177399171,-8.114655323]]]}",-8.114716498,112.1774354
438,842344,"{""type"":""Polygon"",""coordinates"":[[[112.189856713,-8.102526929,0],[112.189983251,-8.102046839,0],[112.190366834,-8.102142903,0],[112.190235644,-8.102615549,0],[112.189856713,-8.102526929,0]]]}",-8.102332308,112.1901104,,,,101,,,,,,#N/A,,,,2691E,"{""type"":""Polygon"",""coordinates"":[[[112.177616495,-8.11472259],[112.177636721,-8.114730919],[112.177540353,-8.115055715],[112.177521317,-8.115053335],[112.177616495,-8.11472259]]]}",-8.11488686,112.1775798
439,842345,"{""type"":""Polygon"",""coordinates"":[[[112.167470387,-8.089671815,0],[112.167445388,-8.089743408,0],[112.167305812,-8.089694761,0],[112.16732696,-8.089620631,0],[112.167470387,-8.089671815,0]]]}",-8.089682414,112.167387,,,,102,,,,,,#N/A,,,,1575F,"{""type"":""Polygon"",""coordinates"":[[[112.177243555,-8.114603927],[112.17734492,-8.114635336],[112.177312083,-8.114728135],[112.177215001,-8.114696726],[112.177243555,-8.114603927]]]}",-8.114665763,112.1772791
440,842346,"{""type"":""Polygon"",""coordinates"":[[[112.160859731,-8.087377233,0],[112.160465251,-8.08816979,0],[112.159844604,-8.087841132,0],[112.159497447,-8.088683328,0],[112.158823778,-8.088358637,0],[112.158771797,-8.08843239,0],[112.158719552,-8.088298999,0],[112.158554533,-8.088211933,0],[112.159288128,-8.086626513,0],[112.160859731,-8.087377233,0]]]}",-8.087643405,112.1596251,,,,26,,,,,,#N/A,,,,1575G,"{""type"":""Polygon"",""coordinates"":[[[112.177037017,-8.114842587],[112.177096342,-8.114855833],[112.17707961,-8.114930865],[112.177074296,-8.11495546],[112.176983162,-8.114932475],[112.177007274,-8.114835448],[112.177037017,-8.114842587]]]}",-8.114895138,112.1770403
